SampleID,Year,Lake,Site,CollectionDate,Location,Depth,Taxon,N,Length,Weight,Tissue,GutID,FishID,VolumeFiltered,Isotopes,Type,Comments
P-1238,2012,Ward,A,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1239,2012,Ward,A,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1240,2012,Ward,B,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1241,2012,Ward,B,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1242,2012,Ward,C,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1243,2012,Ward,C,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1244,2012,Ward,A,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1245,2012,Ward,A,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1246,2012,Ward,B,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1247,2012,Ward,B,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1248,2012,Ward,C,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1249,2012,Ward,C,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1250,2012,Ward,A,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1251,2012,Ward,A,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1252,2012,Ward,B,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1253,2012,Ward,B,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1254,2012,Ward,C,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1255,2012,Ward,C,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1256,2012,Ward,A,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1257,2012,Ward,A,14-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1258,2012,Ward,B,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1259,2012,Ward,B,14-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1260,2012,Ward,C,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1261,2012,Ward,C,14-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1262,2012,Ward,A,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1263,2012,Ward,A,14-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1264,2012,Ward,B,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1265,2012,Ward,B,14-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1266,2012,Ward,C,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
P-1267,2012,Ward,C,14-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,100,CN,,NA
V-0246,2010,Ward,A,28-May-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0247,2010,Ward,B,30-May-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0248,2010,Ward,B,30-May-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0249,2010,Ward,C,30-May-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0250,2010,Ward,D,30-May-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,packaged with potag; not the cleanest sample (lots of stuff growing on it)
V-0251,2010,Ward,E,30-May-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,stored w/ potag; moderately clean
V-0252,2010,Ward,A,30-May-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0253,2010,Ward,B,30-May-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0254,2010,Ward,D,30-May-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,w/ chara; not cleanest
V-0255,2010,Ward,E,30-May-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,stored with chara; carefully cleaned
V-0256,2010,Ward,E,30-May-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,unknowingly stored w/ chara
V-0257,2010,Ward,A,28-May-10,NA,NA,Nuphar lutea leaf,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,lillies have been chewed on; noticed a *thin* layer of periphyton on bottom of leaf; was brown like on tiles
V-0258,2010,Ward,B,30-May-10,NA,NA,Nuphar lutea leaf,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 leaves
V-0259,2010,Ward,C,30-May-10,NA,NA,Nuphar lutea leaf,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 leaves
V-0260,2010,Ward,D,30-May-10,NA,NA,Nuphar lutea leaf,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 leaves
V-0261,2010,Ward,E,30-May-10,NA,NA,Nuphar lutea leaf,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 leaves
V-0262,2010,Ward,A,28-May-10,NA,NA,Nuphar lutea stalk,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0263,2010,Ward,B,30-May-10,NA,NA,Nuphar lutea stalk,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 stalks
V-0264,2010,Ward,C,30-May-10,NA,NA,Nuphar lutea stalk,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 stalks
V-0265,2010,Ward,D,30-May-10,NA,NA,Nuphar lutea stalk,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 stalks
V-0266,2010,Ward,E,30-May-10,NA,NA,Nuphar lutea stalk,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,2 stalks
V-0267,2010,Ward,A,28-May-10,NA,NA,Nuphar lutea flower,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,flower hadn't quite opened
V-0268,2010,Ward,A,28-May-10,NA,NA,Brasenia schreberi leaves,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,slime removed
V-0269,2010,Ward,A,28-May-10,NA,NA,Brasenia schreberi leaves (slimy),NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,something is chewing on leaves
V-0270,2010,Ward,A,28-May-10,NA,NA,Brasenia schreberi stem (slimy),NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0271,2010,Ward,A,28-May-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0272,2010,Ward,B,28-May-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0273,2010,Ward,A,30-May-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0274,2010,Ward,B,30-May-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0275,2010,Ward,C,30-May-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0276,2010,Ward,C,30-May-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0277,2010,Ward,D,30-May-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0278,2010,Ward,D,30-May-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0279,2010,Ward,E,30-May-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0280,2010,Ward,E,30-May-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0281,2010,Ward,E,30-May-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0282,2010,Ward,D,30-May-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0283,2010,Ward,C,30-May-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0284,2010,Ward,A,28-May-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0285,2010,Ward,B,30-May-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0286,2010,Ward,B,30-May-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0287,2010,Ward,A,25-Jun-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0288,2010,Ward,B,25-Jun-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0289,2010,Ward,C,25-Jun-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0290,2010,Ward,D,25-Jun-10,NA,NA,potamogeten (but not reIntegratedy),NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0291,2010,Ward,E,25-Jun-10,NA,NA,potamogeten (but not reIntegratedy),NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID? (As Nija)
V-0292,2010,Ward,B,25-Jun-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0293,2010,Ward,C,25-Jun-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0294,2010,Ward,D,25-Jun-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0295,2010,Ward,E,25-Jun-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0296,2010,Ward,A,25-Jun-10,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0297,2010,Ward,A,25-Jun-10,NA,NA,Nuphar lutea,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0298,2010,Ward,A,25-Jun-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0299,2010,Ward,B,25-Jun-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0300,2010,Ward,C,25-Jun-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0301,2010,Ward,E,25-Jun-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0302,2010,Ward,A,25-Jun-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0303,2010,Ward,B,25-Jun-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0304,2010,Ward,C,25-Jun-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0305,2010,Ward,D,25-Jun-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0306,2010,Ward,E,25-Jun-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0307,2010,Ward,A,25-Jun-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0308,2010,Ward,B,25-Jun-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0309,2010,Ward,C,25-Jun-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0310,2010,Ward,D,25-Jun-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0311,2010,Ward,E,25-Jun-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0312,2010,Ward,A,25-Jun-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0313,2010,Ward,B,25-Jun-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0314,2010,Ward,C,25-Jun-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0315,2010,Ward,D,25-Jun-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0316,2010,Ward,E,25-Jun-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0317,2010,Ward,C,25-Jun-10,NA,NA,bob's celery,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0318,2010,Ward,D,25-Jun-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0319,2010,Ward,A,20-Jul-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0320,2010,Ward,B,20-Jul-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0321,2010,Ward,C,20-Jul-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0322,2010,Ward,D,20-Jul-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0323,2010,Ward,E,20-Jul-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0324,2010,Ward,A,20-Jul-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0325,2010,Ward,B,20-Jul-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0326,2010,Ward,C,20-Jul-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0327,2010,Ward,D,20-Jul-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0328,2010,Ward,E,20-Jul-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0329,2010,Ward,A,20-Jul-10,NA,NA,Nuphar lutea,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0330,2010,Ward,A,20-Jul-10,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0331,2010,Ward,A,20-Jul-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0332,2010,Ward,B,20-Jul-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0333,2010,Ward,C,20-Jul-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0334,2010,Ward,D,20-Jul-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0335,2010,Ward,E,20-Jul-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0336,2010,Ward,A,20-Jul-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0337,2010,Ward,B,20-Jul-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0338,2010,Ward,C,20-Jul-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0339,2010,Ward,D,20-Jul-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0340,2010,Ward,E,20-Jul-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0341,2010,Ward,A,20-Jul-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0342,2010,Ward,B,20-Jul-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0343,2010,Ward,C,20-Jul-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0344,2010,Ward,D,20-Jul-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0345,2010,Ward,E,20-Jul-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0346,2010,Ward,A,20-Jul-10,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0347,2010,Ward,B,20-Jul-10,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0348,2010,Ward,C,20-Jul-10,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0349,2010,Ward,D,20-Jul-10,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0350,2010,Ward,E,20-Jul-10,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0351,2010,Ward,A,20-Jul-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,schmutzy sample (yuck!)
V-0352,2010,Ward,B,20-Jul-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0353,2010,Ward,C,20-Jul-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0354,2010,Ward,D,20-Jul-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0355,2010,Ward,E,20-Jul-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0356,2010,Ward,A,17-Aug-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0357,2010,Ward,B,17-Aug-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0358,2010,Ward,C,17-Aug-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,looked kinda dirty when grinding (?)
V-0359,2010,Ward,D,17-Aug-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0360,2010,Ward,E,17-Aug-10,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0361,2010,Ward,A,17-Aug-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0362,2010,Ward,B,17-Aug-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0363,2010,Ward,C,17-Aug-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0364,2010,Ward,D,17-Aug-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0365,2010,Ward,E,17-Aug-10,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0366,2010,Ward,A,17-Aug-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0367,2010,Ward,B,17-Aug-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0368,2010,Ward,C,17-Aug-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0369,2010,Ward,D,17-Aug-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0370,2010,Ward,E,17-Aug-10,NA,NA,Potamogeten pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0371,2010,Ward,A,17-Aug-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0372,2010,Ward,B,17-Aug-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0373,2010,Ward,C,17-Aug-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0374,2010,Ward,D,17-Aug-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0375,2010,Ward,E,17-Aug-10,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0376,2010,Ward,A,17-Aug-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0377,2010,Ward,B,17-Aug-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0378,2010,Ward,C,17-Aug-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0379,2010,Ward,D,17-Aug-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0380,2010,Ward,E,17-Aug-10,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0381,2010,Ward,A,17-Aug-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0382,2010,Ward,B,17-Aug-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0383,2010,Ward,C,17-Aug-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0384,2010,Ward,D,17-Aug-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0385,2010,Ward,E,17-Aug-10,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0386,2010,Ward,D,17-Aug-10,NA,NA,Potamogeten amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0387,2010,Ward,B,17-Aug-10,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,ID?
V-0388,2012,Ward,C,18-Jun-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0389,2012,Ward,A,18-Jun-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0390,2012,Ward,B,18-Jun-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0391,2012,Ward,C,18-Jun-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0392,2012,Ward,A,18-Jun-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0393,2012,Ward,B,18-Jun-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0394,2012,Ward,C,18-Jun-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0395,2012,Ward,B,18-Jun-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0396,2012,Ward,C,18-Jun-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0397,2012,Ward,A,18-Jun-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0398,2012,Ward,B,18-Jun-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0399,2012,Ward,C,18-Jun-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0400,2012,Ward,A,18-Jun-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0401,2012,Ward,B,18-Jun-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0402,2012,Ward,C,18-Jun-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0403,2012,Ward,A,18-Jun-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0404,2012,Ward,B,18-Jun-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0405,2012,Ward,C,18-Jun-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0406,2012,Ward,B,18-Jun-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0407,2012,Ward,C,18-Jun-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0408,2012,Ward,B,18-Jun-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0409,2012,Ward,C,18-Jun-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0410,2012,Ward,A,18-Jun-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0411,2012,Ward,C,18-Jun-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0412,2012,Ward,B,18-Jun-12,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0413,2012,Ward,B,18-Jun-12,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0414,2012,Ward,C,18-Jun-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0415,2012,Ward,C,18-Jun-12,NA,NA,juvenile Pontederia cordata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0416,2012,Ward,A,16-Jul-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0417,2012,Ward,B,16-Jul-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0418,2012,Ward,C,16-Jul-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0419,2012,Ward,A,16-Jul-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0420,2012,Ward,B,16-Jul-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0421,2012,Ward,C,16-Jul-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0422,2012,Ward,A,16-Jul-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
